[0.]	12.257805941469456
[0.1]	12.258739860958553
[0.2]	12.259673780447647
[0.3]	12.260607699936743
[0.4]	12.261541619425838
[0.5]	12.262475538914934
[0.6]	12.263409458404029
[0.7]	12.264343377893125
[0.8]	12.26527729738222
[0.9]	12.266211216871316
[1.]	12.26714513636041
[1.1]	12.268079055849507
[1.2]	12.269012975338601
[1.3]	12.269946894827697
[1.4]	12.270880814316792
[1.5]	12.271814733805888
[1.6]	12.272748653294984
[1.7]	12.273682572784079
[1.8]	12.274616492273175
[1.9]	12.27555041176227
[2.]	12.276484331251366
[2.1]	12.27741825074046
[2.2]	12.278352170229557
[2.3]	12.279286089718651
[2.4]	12.280220009207747
[2.5]	12.281153928696842
[2.6]	12.282087848185938
[2.7]	12.283021767675033
[2.8]	12.283955687164129
[2.9]	12.284889606653223
[3.]	12.28582352614232
[3.1]	12.286757445631416
[3.2]	12.28769136512051
[3.3]	12.288625284609607
[3.4]	12.289559204098701
[3.5]	12.290493123587797
[3.6]	12.291427043076892
[3.7]	12.292360962565988
[3.8]	12.293294882055083
[3.9]	12.294228801544179
[4.]	12.295162721033273
[4.1]	12.29609664052237
[4.2]	12.297030560011464
[4.3]	12.29796447950056
[4.4]	12.298898398989655
[4.5]	12.299832318478751
[4.6]	12.300766237967848
[4.7]	12.301700157456942
[4.8]	12.302634076946038
[4.9]	12.303567996435133
[5.]	12.304501915924229
[5.1]	12.305435835413324
[5.2]	12.30636975490242
[5.3]	12.307303674391514
[5.4]	12.30823759388061
[5.5]	12.309171513369705
[5.6]	12.310105432858801
[5.7]	12.311039352347896
[5.8]	12.311973271836992
[5.9]	12.312907191326087
[6.]	12.313841110815183
[6.1]	12.31477503030428
[6.2]	12.315708949793374
[6.3]	12.31664286928247
[6.4]	12.317576788771564
[6.5]	12.31851070826066
[6.6]	12.319444627749755
[6.7]	12.320378547238851
[6.8]	12.321312466727946
[6.9]	12.322246386217042
[7.]	12.323180305706137
[7.1]	12.324114225195233
[7.2]	12.325048144684327
[7.3]	12.325982064173424
[7.4]	12.326915983662518
[7.5]	12.327849903151614
[7.6]	12.32878382264071
[7.7]	12.329717742129805
[7.8]	12.330651661618901
[7.9]	12.331585581107996
[8.]	12.332519500597092
[8.1]	12.333453420086187
[8.2]	12.334387339575283
[8.3]	12.335321259064377
[8.4]	12.336255178553474
[8.5]	12.337189098042568
[8.6]	12.338123017531665
[8.7]	12.339056937020759
[8.8]	12.339990856509855
[8.9]	12.34092477599895
[9.]	12.341858695488046
[9.1]	12.342792614977142
[9.2]	12.343726534466237
[9.3]	12.344660453955333
[9.4]	12.345594373444428
[9.5]	12.346528292933524
[9.6]	12.347462212422618
[9.7]	12.348396131911715
[9.8]	12.349330051400809
[9.9]	12.350263970889905
[10.]	12.351197890379
[10.1]	12.352131809868096
[10.2]	12.35306572935719
[10.3]	12.353999648846287
[10.4]	12.354933568335381
[10.5]	12.355867487824478
[10.6]	12.356801407313574
[10.7]	12.357735326802668
[10.8]	12.358669246291765
[10.9]	12.35960316578086
[11.]	12.360537085269955
[11.1]	12.36147100475905
[11.2]	12.362404924248146
[11.3]	12.36333884373724
[11.4]	12.364272763226337
[11.5]	12.365206682715431
[11.6]	12.366140602204528
[11.7]	12.367074521693622
[11.8]	12.368008441182718
[11.9]	12.368942360671813
[12.]	12.36987628016091
[12.1]	12.370810199650006
[12.2]	12.3717441191391
[12.3]	12.372678038628196
[12.4]	12.37361195811729
[12.5]	12.374545877606387
[12.6]	12.375479797095482
[12.7]	12.376413716584578
[12.8]	12.377347636073672
[12.9]	12.378281555562769
[13.]	12.379215475051863
[13.1]	12.38014939454096
[13.2]	12.381083314030054
[13.3]	12.38201723351915
[13.4]	12.382951153008245
[13.5]	12.38388507249734
[13.6]	12.384818991986437
[13.7]	12.385752911475532
[13.8]	12.386686830964628
[13.9]	12.387620750453722
[14.]	12.388554669942819
[14.1]	12.389488589431913
[14.2]	12.39042250892101
[14.3]	12.391356428410104
[14.4]	12.3922903478992
[14.5]	12.393224267388295
[14.6]	12.394158186877391
[14.7]	12.395092106366485
[14.8]	12.396026025855582
[14.9]	12.396959945344676
[15.]	12.397893864833772
[15.1]	12.398827784322869
[15.2]	12.399761703811963
[15.3]	12.40069562330106
[15.4]	12.401629542790154
[15.5]	12.40256346227925
[15.6]	12.403497381768345
[15.7]	12.404431301257441
[15.8]	12.405365220746535
[15.9]	12.406299140235632
[16.]	12.407233059724726
[16.1]	12.408166979213823
[16.2]	12.409100898702917
[16.3]	12.410034818192013
[16.4]	12.410968737681108
[16.5]	12.411902657170204
[16.6]	12.4128365766593
[16.7]	12.413770496148395
[16.8]	12.414704415637491
[16.9]	12.415638335126586
[17.]	12.416572254615682
[17.1]	12.417506174104776
[17.2]	12.418440093593873
[17.3]	12.419374013082967
[17.4]	12.420307932572063
[17.5]	12.421241852061158
[17.6]	12.422175771550254
[17.7]	12.423109691039349
[17.8]	12.424043610528445
[17.9]	12.42497753001754
[18.]	12.425911449506636
[18.1]	12.426845368995732
[18.2]	12.427779288484826
[18.3]	12.428713207973923
[18.4]	12.429647127463017
[18.5]	12.430581046952113
[18.6]	12.431514966441208
[18.7]	12.432448885930304
[18.8]	12.433382805419399
[18.9]	12.434316724908495
[19.]	12.43525064439759
[19.1]	12.436184563886686
[19.2]	12.43711848337578
[19.3]	12.438052402864876
[19.4]	12.438986322353971
[19.5]	12.439920241843067
[19.6]	12.440854161332163
[19.7]	12.441788080821258
[19.8]	12.442722000310354
[19.9]	12.443655919799449
[20.]	12.444589839288545
[20.1]	12.44552375877764
[20.2]	12.446457678266736
[20.3]	12.44739159775583
[20.4]	12.448325517244927
[20.5]	12.449259436734021
[20.6]	12.450193356223117
[20.7]	12.451127275712212
[20.8]	12.452061195201308
[20.9]	12.452995114690403
[21.]	12.453929034179499
[21.1]	12.454862953668595
[21.2]	12.45579687315769
[21.3]	12.456730792646786
[21.4]	12.45766471213588
[21.5]	12.458598631624977
[21.6]	12.459532551114071
[21.7]	12.460466470603167
[21.8]	12.461400390092262
[21.9]	12.462334309581358
[22.]	12.463268229070453
[22.1]	12.464202148559549
[22.2]	12.465136068048643
[22.3]	12.46606998753774
[22.4]	12.467003907026836
[22.5]	12.46793782651593
[22.6]	12.468871746005027
[22.7]	12.469805665494121
[22.8]	12.470739584983217
[22.9]	12.471673504472312
[23.]	12.472607423961408
[23.1]	12.473541343450503
[23.2]	12.474475262939599
[23.3]	12.475409182428693
[23.4]	12.47634310191779
[23.5]	12.477277021406884
[23.6]	12.47821094089598
[23.7]	12.479144860385075
[23.8]	12.480078779874171
[23.9]	12.481012699363266
[24.]	12.481946618852362
